sample_name	altitude_m	anonymized_name	collection_timestamp	country	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	light_kilolux_7days	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	taxon_id	temp	temperature_deg_c	title
933.N.1.2.H.E.1	0.0	UNSW0011	2011-04-12	GAZ:Australia	9.9	9.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0011	sk__Eukaryota	309355	-34.01925	-34.01925	985.7407	151.2315	151.2315	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.2.H.E.2	0.0	UNSW0012	2011-04-12	GAZ:Australia	9.9	9.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0012	sk__Eukaryota	309355	-34.01925	-34.01925	985.7407	151.2315	151.2315	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.2.H.E.3	0.0	UNSW0013	2011-04-12	GAZ:Australia	9.9	9.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0013	sk__Eukaryota	309355	-34.01925	-34.01925	985.7407	151.2315	151.2315	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.2.H.E.4	0.0	UNSW0014	2011-04-12	GAZ:Australia	9.9	9.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0014	sk__Eukaryota	309355	-34.01925	-34.01925	985.7407	151.2315	151.2315	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.2.H.E.5	0.0	UNSW0015	2011-04-12	GAZ:Australia	9.9	9.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0015	sk__Eukaryota	309355	-34.01925	-34.01925	985.7407	151.2315	151.2315	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.2.S.E.1	0.0	UNSW0016	2011-04-12	GAZ:Australia	9.9	9.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0016	sk__Eukaryota	309355	-34.01925	-34.01925	985.7407	151.2315	151.2315	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.2.S.E.2	0.0	UNSW0017	2011-04-12	GAZ:Australia	9.9	9.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0017	sk__Eukaryota	309355	-34.01925	-34.01925	985.7407	151.2315	151.2315	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.2.S.E.3	0.0	UNSW0018	2011-04-12	GAZ:Australia	9.9	9.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0018	sk__Eukaryota	309355	-34.01925	-34.01925	985.7407	151.2315	151.2315	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.2.S.E.4	0.0	UNSW0019	2011-04-12	GAZ:Australia	9.9	9.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0019	sk__Eukaryota	309355	-34.01925	-34.01925	985.7407	151.2315	151.2315	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.2.S.E.5	0.0	UNSW0020	2011-04-12	GAZ:Australia	9.9	9.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0020	sk__Eukaryota	309355	-34.01925	-34.01925	985.7407	151.2315	151.2315	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.3.H.E.1	0.0	UNSW0021	2011-04-12	GAZ:Australia	8.7	8.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0021	sk__Eukaryota	309355	-33.96665	-33.96665	1313.17	151.257	151.257	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.3.H.E.2	0.0	UNSW0022	2011-04-13	GAZ:Australia	8.7	8.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0022	sk__Eukaryota	309355	-33.96665	-33.96665	1313.17	151.257	151.257	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.3.H.E.3	0.0	UNSW0023	2011-04-13	GAZ:Australia	8.7	8.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0023	sk__Eukaryota	309355	-33.96665	-33.96665	1313.17	151.257	151.257	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.3.H.E.4	0.0	UNSW0024	2011-04-13	GAZ:Australia	8.7	8.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0024	sk__Eukaryota	309355	-33.96665	-33.96665	1313.17	151.257	151.257	UNSW	TRUE	TRUE				933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.3.H.E.5	0.0	UNSW0025	2011-04-13	GAZ:Australia	8.7	8.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0025	sk__Eukaryota	309355	-33.96665	-33.96665	1313.17	151.257	151.257	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.3.S.E.1	0.0	UNSW0026	2011-04-13	GAZ:Australia	8.7	8.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0026	sk__Eukaryota	309355	-33.96665	-33.96665	1313.17	151.257	151.257	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.3.S.E.2	0.0	UNSW0027	2011-04-13	GAZ:Australia	8.7	8.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0027	sk__Eukaryota	309355	-33.96665	-33.96665	1313.17	151.257	151.257	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.3.S.E.3	0.0	UNSW0028	2011-04-13	GAZ:Australia	8.7	8.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0028	sk__Eukaryota	309355	-33.96665	-33.96665	1313.17	151.257	151.257	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.3.S.E.4	0.0	UNSW0029	2011-04-13	GAZ:Australia	8.7	8.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0029	sk__Eukaryota	309355	-33.96665	-33.96665	1313.17	151.257	151.257	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.1.3.S.E.5	0.0	UNSW0030	2011-04-13	GAZ:Australia	8.7	8.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0030	sk__Eukaryota	309355	-33.96665	-33.96665	1313.17	151.257	151.257	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22	22.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.1.H.E.1	0.0	UNSW0031	2011-04-14	GAZ:Australia	8.5	8.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0031	sk__Eukaryota	309355	-35.748	-35.748	1111.271	150.2545	150.2545	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.1.H.E.2	0.0	UNSW0032	2011-04-14	GAZ:Australia	8.5	8.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0032	sk__Eukaryota	309355	-35.748	-35.748	1111.271	150.2545	150.2545	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.1.H.E.3	0.0	UNSW0033	2011-04-14	GAZ:Australia	8.5	8.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0033	sk__Eukaryota	309355	-35.748	-35.748	1111.271	150.2545	150.2545	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.1.H.E.4	0.0	UNSW0034	2011-04-14	GAZ:Australia	8.5	8.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0034	sk__Eukaryota	309355	-35.748	-35.748	1111.271	150.2545	150.2545	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
