sample_name	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	life_stage	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title
940.CR.08.Ventral	0	0.0	CR.08.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.08.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.08	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.09.Ventral	0	0.0	CR.09.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.09.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.09	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.10.Dorsal	0	0.0	CR.10.Dorsal	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.10.Dorsal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.10	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.10.Fecal	0	0.0	CR.10.Fecal	UBERON:feces	UBERON:feces	UBERON:feces	2011-10-07	GAZ:United States of America	0	0	CR.10.Fecal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal distal gut	freshwater biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.10	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal distal gut	940	fish metagenome	496924	stool	fish gut metagenome	SongColoradoFish
940.CR.10.Gill	0	0.0	CR.10.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-10-07	GAZ:United States of America	0	0	CR.10.Gill fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.10	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True				940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.10.Oral	0	0.0	CR.10.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-10-07	GAZ:United States of America	0	0	CR.10.Oral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.10	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.10.Ventral	0	0.0	CR.10.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.10.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.10	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.11.Dorsal	0	0.0	CR.11.Dorsal	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.11.Dorsal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	brown trout	f__Salmonidae	g__Salmo	k__Metazoa	o__Salmoniformes	p__Chordata	Salmo trutta	s__Salmo_trutta	CR.11	sk__Eukaryota	8032	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.11.Gill	0	0.0	CR.11.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-10-07	GAZ:United States of America	0	0	CR.11.Gill fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	brown trout	f__Salmonidae	g__Salmo	k__Metazoa	o__Salmoniformes	p__Chordata	Salmo trutta	s__Salmo_trutta	CR.11	sk__Eukaryota	8032	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.11.Oral	0	0.0	CR.11.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-10-07	GAZ:United States of America	0	0	CR.11.Oral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	brown trout	f__Salmonidae	g__Salmo	k__Metazoa	o__Salmoniformes	p__Chordata	Salmo trutta	s__Salmo_trutta	CR.11	sk__Eukaryota	8032	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.11.Ventral	0	0.0	CR.11.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.11.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	brown trout	f__Salmonidae	g__Salmo	k__Metazoa	o__Salmoniformes	p__Chordata	Salmo trutta	s__Salmo_trutta	CR.11	sk__Eukaryota	8032	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.12.Ventral	0	0.0	CR.12.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.12.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.12	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.13.Ventral	0	0.0	CR.13.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.13.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.13	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.14.Ventral	0	0.0	CR.14.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.14.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.14	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.15.Ventral	0	0.0	CR.15.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.15.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.15	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.16.Ventral	0	0.0	CR.16.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.16.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.16	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.17.Ventral	0	0.0	CR.17.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.17.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.17	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.18.Fecal	0	0.0	CR.18.Fecal	UBERON:feces	UBERON:feces	UBERON:feces	2011-10-07	GAZ:United States of America	0	0	CR.18.Fecal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal distal gut	freshwater biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.18	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal distal gut	940	fish metagenome	496924	stool	fish gut metagenome	SongColoradoFish
940.CR.18.Ventral	0	0.0	CR.18.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.18.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.18	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.19.Fecal	0	0.0	CR.19.Fecal	UBERON:feces	UBERON:feces	UBERON:feces	2011-10-07	GAZ:United States of America	0	0	CR.19.Fecal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal distal gut	freshwater biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.19	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal distal gut	940	fish metagenome	496924	stool	fish gut metagenome	SongColoradoFish
940.CR.19.Ventral	0	0.0	CR.19.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.19.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	CR.19	sk__Eukaryota	71757	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.20.Fecal	0	0.0	CR.20.Fecal	UBERON:feces	UBERON:feces	UBERON:feces	2011-10-07	GAZ:United States of America	0	0	CR.20.Fecal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal distal gut	freshwater biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.20	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal distal gut	940	fish metagenome	496924	stool	fish gut metagenome	SongColoradoFish
940.CR.20.Ventral	0	0.0	CR.20.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.20.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	CR.20	sk__Eukaryota	71757	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.21.Fecal	0	0.0	CR.21.Fecal	UBERON:feces	UBERON:feces	UBERON:feces	2011-10-07	GAZ:United States of America	0	0	CR.21.Fecal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal distal gut	freshwater biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.21	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True				940	fish metagenome	496924	stool	fish gut metagenome	SongColoradoFish
940.CR.21.Ventral	0	0.0	CR.21.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.21.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	CR.21	sk__Eukaryota	71757	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
