sample_name	altitude	altitude_m	anonymized_name	collection_timestamp	country	cultivar	daily_high	daily_low	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	growth_data	growth_stage	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	perturbation	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title	weather_conditions	weekly_ave_high	weekly_ave_low
1642.MS00028	0	0.0	MS00028	2011-06-16	GAZ:Japan	93-11	21	18	0	Not applicable	Bulk soil 93-11 MS00028	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00028	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00029	0	0.0	MS00029	2011-06-16	GAZ:Japan	93-11	21	18	0	Not applicable	Bulk soil 93-11 MS00029	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00029	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00030	0	0.0	MS00030	2011-06-16	GAZ:Japan	93-11	21	18	0	Not applicable	Bulk soil 93-11 MS00030	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00030	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00031	0	0.0	MS00031	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	Bulk soil kasalath MS00031	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00031	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00032	0	0.0	MS00032	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	Bulk soil kasalath MS00032	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00032	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00033	0	0.0	MS00033	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	Bulk soil kasalath MS00033	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00033	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00034	0	0.0	MS00034	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	Bulk soil kasalath MS00034	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00034	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00035	0	0.0	MS00035	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	Bulk soil kasalath MS00035	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00035	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE				1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00036	0	0.0	MS00036	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	Bulk soil kasalath MS00036	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00036	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00037	0	0.0	MS00037	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	Bulk soil kasalath MS00037	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00037	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00038	0	0.0	MS00038	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	Bulk soil kasalath MS00038	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00038	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00039	0	0.0	MS00039	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	Bulk soil kasalath MS00039	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00039	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00040	0	0.0	MS00040	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	Bulk soil kasalath MS00040	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00040	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00041	0	0.0	MS00041	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	Bulk soil kasalath MS00041	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00041	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00042	0	0.0	MS00042	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	Bulk soil W106 MS00042	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00042	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00043	0	0.0	MS00043	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	Bulk soil W106 MS00043	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00043	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00044	0	0.0	MS00044	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	Bulk soil W106 MS00044	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00044	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00045	0	0.0	MS00045	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	Bulk soil W106 MS00045	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00045	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00046	0	0.0	MS00046	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	Bulk soil W106 MS00046	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00046	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00047	0	0.0	MS00047	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	Bulk soil W106 MS00047	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00047	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00048	0	0.0	MS00048	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	Bulk soil W106 MS00048	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00048	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00049	0	0.0	MS00049	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	Bulk soil W106 MS00049	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00049	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00050	0	0.0	MS00050	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	Bulk soil W106 MS00050	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00050	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00051	0	0.0	MS00051	2011-06-16	GAZ:Japan	W1514	21	18	0	Not applicable	Bulk soil W106 MS00051	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00051	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00052	0	0.0	MS00052	2011-06-16	GAZ:Japan	W1514	21	18	0	Not applicable	Bulk soil W1514 MS00052	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00052	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE				1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
