sample_name	age	age_range	age_unit	altitude_m	anonymized_name	body_habitat	body_product	body_site	body_site_common	collection_timestamp	country	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	orig_sample_name	phase	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	taxon_id	title	treatment_group
1799.82.N.SD.Pum22	19.5	18-21	days	0.0	N_SD_Pum10	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum22	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	82	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.83.N.SD.Pum23	19.5	18-21	days	0.0	N_SD_Pum11	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum23	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	83	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.84.N.SD.Pum24	19.5	18-21	days	0.0	N_SD_Pum12	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum24	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	84	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.85.N.SD.Pum25	19.5	18-21	days	0.0	N_SD_Pum13	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum25	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	85	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.86.N.SD.Pum26	19.5	18-21	days	0.0	N_SD_Pum14	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum26	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	86	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.87.N.SD.Pum27	19.5	18-21	days	0.0	N_SD_Pum15	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum27	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	87	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.88.N.SD.Pum28	19.5	18-21	days	0.0	N_SD_Pum16	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum28	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	88	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.89.N.SD.Pum29	19.5	18-21	days	0.0	N_SD_Pum17	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum29	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	89	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.9.N.SD5	19.5	18-21	days	0.0	N_SD5	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD5	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	9	non-sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep deprived
1799.90.N.SD.Pum.whole.fly1	19.5	18-21	days	0.0	N_SD_Pum18	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Whole body	2013-01-30	GAZ:Puerto Rico	0	Whole adult fly body from a sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum_whole_fly1	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	90	non-sleep deprived whole body with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep  deprived RNAi
1799.91.N.SD.Pum.whole.fly2	19.5	18-21	days	0.0	N_SD_Pum19	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Whole body	2013-01-30	GAZ:Puerto Rico	0	Whole adult fly body from a sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum_whole_fly2	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	91	non-sleep deprived whole body with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep  deprived RNAi
1799.92.N.SD.Pum.Soup1	19.5	18-21	days	0.0	N_SD_Pum20	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Solution	2013-01-30	GAZ:Puerto Rico	0	Solution where host_subject_id = SD_Pum1 was soaked for gut dissection	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum_Soup1	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	92	non-sleep deprived soup with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep  deprived RNAi
1799.93.N.SD.Pum.Soup2	19.5	18-21	days	0.0	N_SD_Pum21	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Solution	2013-01-30	GAZ:Puerto Rico	0	Solution where host_subject_id = SD_Pum2 was soaked for gut dissection	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum_Soup2	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	93	non-sleep deprived soup with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep  deprived RNAi
1799.94.SD.Pum1	19.5	18-21	days	0.0	N_SD_Pum22	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD_Pum1	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	94	sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep  deprived RNAi
1799.95.SD.Pum2	19.5	18-21	days	0.0	N_SD_Pum23	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD_Pum2	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	95	sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep  deprived RNAi
1799.96.SD.Pum3	19.5	18-21	days	0.0	N_SD_Pum24	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD_Pum3	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	96	sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep  deprived RNAi
1799.97.SD.Pum4	19.5	18-21	days	0.0	N_SD_Pum25	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD_Pum4	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	97	sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep  deprived RNAi
1799.98.SD.Pum5	19.5	18-21	days	0.0	N_SD_Pum26	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD_Pum5	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	98	sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep  deprived RNAi
1799.99.SD.Pum6	19.5	18-21	days	0.0	N_SD_Pum27	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD_Pum6	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	99	sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep  deprived RNAi
1799.D1.D1	8.5	7-10	days	0.0	D1	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during Dark period (ZT21) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	D1	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	D1	dark ZT21	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Dark
1799.D10.D10	8.5	7-10	days	0.0	D10	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during Dark period (ZT21) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	D10	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	D10	dark ZT21	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Dark
1799.D2.D2	8.5	7-10	days	0.0	D2	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during Dark period (ZT21) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	D2	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	D2	dark ZT21	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Dark
1799.D3.D3	8.5	7-10	days	0.0	D3	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during Dark period (ZT21) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	D3	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	D3	dark ZT21	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Dark
1799.D4.D4	8.5	7-10	days	0.0	D4	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during Dark period (ZT21) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	D4	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	D4	dark ZT21	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Dark
1799.D5.D5	8.5	7-10	days	0.0	D5	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during Dark period (ZT21) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	D5	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	D5	dark ZT21	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Dark
1799.D6.D6	8.5	7-10	days	0.0	D6	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during Dark period (ZT21) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	D6	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	D6	dark ZT21	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Dark
1799.D7.D7	8.5	7-10	days	0.0	D7	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during Dark period (ZT21) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	D7	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	D7	dark ZT21	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Dark
1799.D8.D8	8.5	7-10	days	0.0	D8	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during Dark period (ZT21) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	D8	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	D8	dark ZT21	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Dark
1799.D9.D9	8.5	7-10	days	0.0	D9	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during Dark period (ZT21) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	D9	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	D9	dark ZT21	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Dark
